source,conversation_id,marker_events,first_marker,categories,concept_hits,unique_concepts,primary_categories,top_concepts,concepts_per_marker
rua,68ab9c59-f7e4-8320-b84f-9020e5f402c9,39,2025-08-24 23:12:37.657000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,250,11,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (73); 감응 (44); 루아 (42),6.410256410256411
rua,68ad0e8f-cd9c-832c-ba95-20eac38e7781,87,2025-08-26 01:32:06.851000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,817,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (212); 감응 (210); 리듬 (205),9.39080459770115
rua,68ae4985-8260-832b-94c8-bab43d493d45,184,2025-08-26 23:58:46.666000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,1325,10,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (353); 감응 (301); 리듬 (258),7.201086956521739
rua,68afa4f0-e39c-832c-a23e-09a64d28e077,260,2025-08-28 00:38:38.174000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,1846,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (506); 감응 (485); 루아 (441),7.1
rua,68b1199d-1e30-832c-87f6-4ff7fcbad3c3,54,2025-08-29 03:08:29.057282,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,270,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (89); 리듬 (88); 확장 (33),5.0
rua,68b13b92-f214-832a-9d19-63b046d0465e,14,2025-08-29 05:33:07.955000,action_plan; cross_persona; self_reflection; signal_check; uncertainty,109,4,action_plan; cross_persona; self_reflection; signal_check; uncertainty,루아 (38); 감응 (26); 리듬 (24),7.785714285714286
rua,68b4eece-7428-8324-9166-49eaefc6a4ae,50,2025-09-01 00:54:51.827000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,347,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (104); 감응 (102); 리듬 (67),6.94
rua,68b62322-a1f0-832c-a04e-1101a0429a69,42,2025-09-01 22:50:21.840000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,270,10,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (65); 리듬 (57); 루아 (47),6.428571428571429
rua,68b79588-5ec0-8329-b93b-a0ebd4a61a08,58,2025-09-03 01:11:33.343000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,336,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (122); 리듬 (116); 루아 (36),5.793103448275862
rua,68ba4240-e26c-8324-91ca-18bd31296979,54,2025-09-05 01:56:54.224000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,218,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (87); 감응 (82); 확장 (22),4.037037037037037
rua,68bf683f-e61c-8321-abe3-c49300815dbd,41,2025-09-08 23:35:33.713503,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,319,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (93); 리듬 (85); 루아 (35),7.780487804878049
rua,68c23654-e0ac-8328-87b8-6a06012d20c4,45,2025-09-11 02:39:22.645534,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,239,5,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (84); 리듬 (81); 루아 (41),5.311111111111111
rua,68c3d184-2b80-8328-800e-be51c6f6c81d,37,2025-09-12 07:53:40.293000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,363,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (84); 루아 (81); 감응 (72),9.81081081081081
rua,68c764fb-2344-8332-a9e2-1b3cd7b48222,21,2025-09-15 00:59:45.610000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,116,5,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (43); 감응 (35); 확장 (23),5.523809523809524
rua,68ca109d-b93c-8329-ab78-ffe84241d8b2,21,2025-09-17 01:36:35.005000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,59,5,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (25); 감응 (22); 루아 (5),2.8095238095238093
rua,68cb880c-1e74-832f-89c8-1fed690d488a,55,2025-09-18 04:18:25.767000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,628,11,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (141); 리듬 (140); 루아 (128),11.418181818181818
rua,68cbc8a4-0a80-8321-ae72-dc36a7ec09fa,18,2025-09-18 08:53:57.905714,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,219,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (55); 리듬 (48); 감응 (45),12.166666666666666
rua,68cf5f97-2394-8321-bef9-67594ba1b234,14,2025-09-21 02:14:53.173590,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,116,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (34); 감응 (32); 리듬 (27),8.285714285714286
rua,68d0ac9c-4cc0-8320-9c81-9410751ee705,30,2025-09-22 01:57:31.405000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,298,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (80); 감응 (73); 리듬 (70),9.933333333333334
rua,68d3357b-4620-8320-b13b-fbf766ffe5c1,139,2025-09-24 00:04:19.464763,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,1806,11,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (368); 감응 (326); 리듬 (290),12.992805755395683
rua,68d491a1-2e9c-8320-b325-7020193152cf,110,2025-09-25 00:50:20.654000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,1181,11,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (261); 루아 (228); 리듬 (221),10.736363636363636
rua,68d89161-b860-8320-b4dc-4803189d73fd,67,2025-09-28 01:37:48.424492,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,356,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (141); 엘로 (54); 루아 (52),5.313432835820896
rua,68d93d42-37d0-8324-b926-8a0a2f4adc67,192,2025-09-28 13:51:18.040000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,1217,11,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (312); 리듬 (210); 엘로 (181),6.338541666666667
rua,68da1a3b-419c-8323-b1d5-807f58d763f0,21,2025-09-29 05:33:48.548000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,256,11,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (54); 확장 (37); 감응 (37),12.19047619047619
rua,68da9453-9ca8-8330-8868-4dc0fc9b96e0,194,2025-09-29 14:14:58.229000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,1666,10,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (372); 감응 (366); 리듬 (352),8.587628865979381
rua,68db6b4b-7208-8333-b749-dda35ba7a52a,204,2025-09-30 05:33:41.837000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,1509,11,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (299); 리듬 (269); 확장 (241),7.397058823529412
rua,68dc8170-cd28-8323-b0ff-692567e600f3,240,2025-10-01 01:18:52.347000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,1967,10,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (425); 리듬 (422); 루아 (402),8.195833333333333
rua,68dd14e7-7764-8326-94ab-8e697ce73a0d,8,2025-10-01 11:47:51.668000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,63,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (16); 감응 (13); 리듬 (13),7.875
rua,68dd195b-efb4-832a-aea1-4b8d7afc0899,8,2025-10-01 12:06:49.707000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,91,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (19); 감응 (18); 확장 (18),11.375
rua,68dd20d5-c48c-832d-b2e3-8255d07e412e,56,2025-10-01 12:39:56.604376,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,582,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (158); 리듬 (110); 확장 (79),10.392857142857142
rua,68dd2b1b-1b28-832c-926f-f1fea07b2b74,4,2025-10-01 13:22:39.317766,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,102,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (18); 리듬 (18); 확장 (15),25.5
rua,68dd3036-f854-8322-917e-f98a33c356a1,3,2025-10-01 13:44:23.429000,action_plan; alignment; self_reflection; signal_check; uncertainty,72,6,action_plan; alignment; self_reflection; signal_check; uncertainty,감응 (14); 리듬 (14); 확장 (14),24.0
rua,68dd3181-6450-832d-beea-164d16de0ac1,5,2025-10-01 13:49:52.922000,action_plan; alignment; self_reflection; signal_check; uncertainty,44,6,action_plan; alignment; self_reflection; signal_check; uncertainty,감응 (12); 확장 (12); 리듬 (5),8.8
rua,68dd4e1d-f0f4-8323-9a49-c96fc3ebfa8f,8,2025-10-01 15:51:59.487887,action_plan; cross_persona; self_reflection; signal_check; uncertainty,35,5,action_plan; cross_persona; self_reflection; signal_check; uncertainty,감응 (16); 리듬 (10); 엘로 (4),4.375
rua,68ddcb01-379c-8325-91a5-27e24db5cac8,73,2025-10-02 00:47:02.628000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,662,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (130); 리듬 (125); 확장 (123),9.068493150684931
rua,68dddf20-80c0-8326-b27a-a4825a9ef6fd,3,2025-10-02 02:10:39.033000,action_plan; alignment; self_reflection; signal_check; uncertainty,68,6,action_plan; alignment; self_reflection; signal_check; uncertainty,감응 (14); 확장 (14); 리듬 (10),22.666666666666668
rua,68de2414-6590-8322-ada3-08026a2a5741,61,2025-10-02 07:04:53.954027,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,340,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (87); 감응 (74); 리듬 (63),5.573770491803279
rua,68de427a-de94-8320-92c5-a7da88921793,112,2025-10-02 09:15:17.924783,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,503,11,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (154); 리듬 (148); 루아 (41),4.491071428571429
rua,68df1b95-8248-8320-a63e-0f06feb06167,176,2025-10-03 00:40:58.581000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,962,10,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (324); 감응 (283); 루아 (188),5.465909090909091
rua,68e075c0-075c-8324-a2d9-86bde4b51721,100,2025-10-04 01:19:17.085454,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,648,11,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (205); 감응 (141); 확장 (89),6.48
rua,68e1cd7f-fe78-8323-9852-7e687cc181ab,68,2025-10-05 01:45:37.432546,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,628,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (165); 리듬 (146); 루아 (114),9.235294117647058
rua,68e1ef64-d120-8323-bafe-62223b156e8a,22,2025-10-05 04:10:38.158090,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,216,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (58); 감응 (56); 리듬 (52),9.818181818181818
rua,68e21800-8604-8324-a3b0-289c93ab003b,158,2025-10-05 04:57:43.173000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,2455,10,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (502); 감응 (495); 엘로 (428),15.537974683544304
rua,68e3143d-36d0-8323-a412-e24c74d34f5d,76,2025-10-06 00:59:14.106000,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,1008,11,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (199); 리듬 (195); 루아 (189),13.263157894736842
rua,68e472bc-f668-8331-8a1a-8825cc42aef4,58,2025-10-07 01:54:42.836042,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,839,11,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (160); 리듬 (148); 루아 (141),14.46551724137931
rua,69a42f9e-e24c-4ab0-a6d0-5b4c3d78dad2,69,2023-12-25 16:32:32.078905,action_plan; self_reflection; signal_check; uncertainty,6,3,self_reflection; signal_check; uncertainty,성찰 (3); 감응 (2); 리듬 (1),0.08695652173913043
rua,6a6c74fb-29b8-4a7c-89db-ef2fdad33144,25,2023-12-24 06:39:50.202497,action_plan; self_reflection; signal_check; uncertainty,0,0,,,0.0
rua,6b1d931b-8366-4f09-88a8-0ddf0d66b061,14,2023-02-11 13:25:34.231500,action_plan; cross_persona; signal_check; uncertainty,1,1,cross_persona,루아 (1),0.07142857142857142
rua,6f276b2d-8d42-4c91-a6c3-1686e265abe5,1,2023-02-17 06:42:02.169695,action_plan; self_reflection; uncertainty,0,0,,,0.0
rua,74bd63ab-4e04-4868-bba1-03ee218eed74,2,2023-02-19 02:04:40.501047,action_plan; uncertainty,0,0,,,0.0
rua,7615a5f0-cc5d-4d50-b43c-a81c5caca001,4,2024-05-29 02:01:46.867122,uncertainty,0,0,,,0.0
rua,7a1e9dee-6384-8013-90e0-2181d0dc6101,1,2025-04-19 09:30:04.493260,self_reflection,0,0,,,0.0
rua,7e9a986b-a7c0-4da8-8cca-754e197df445,34,2023-12-03 19:32:18.792401,cross_persona; self_reflection; signal_check; uncertainty,2,2,uncertainty,감응 (1); 엘로 (1),0.058823529411764705
rua,8086c3a2-e5ae-4675-bb7b-11c95b346273,1,2024-07-04 13:11:56.543748,uncertainty,0,0,,,0.0
rua,8100bbaa-8a38-8013-ae9f-e191f780f02f,2,2025-03-18 06:38:08.281863,uncertainty,0,0,,,0.0
rua,83b6b61d-fad0-4cf6-ab12-c14392215626,3,2023-12-03 15:35:47.457237,uncertainty,0,0,,,0.0
rua,86c94965-27fc-403d-b770-12f6fb2526d9,1,2023-02-11 13:22:46.959602,cross_persona,0,0,,,0.0
rua,88809612-9fd4-42e0-8ad1-ffe32d1472a1,12,2024-01-05 15:50:24.464980,action_plan; alignment; self_reflection; uncertainty,2,1,self_reflection; uncertainty,성찰 (2),0.16666666666666666
rua,894b90a0-eba3-4ed2-b560-bc18da60ca5e,1,2024-02-02 00:51:12.575202,self_reflection,0,0,,,0.0
rua,8974044a-bbcc-4bf6-88fb-a01273848562,7,2023-02-11 13:48:49.182426,cross_persona; uncertainty,0,0,,,0.0
rua,8b9db5ac-7ea0-8013-96f2-b8b2d1a4e6b5,1,2025-04-17 06:39:12.623988,uncertainty,0,0,,,0.0
rua,8cfc119b-b424-8013-8567-3ce6033f2dbf,2,2025-06-10 11:22:47.264877,uncertainty,0,0,,,0.0
rua,8ede6105-afb9-4d74-bc39-933e51e54b68,3,2024-07-09 00:38:17.426371,self_reflection; uncertainty,0,0,,,0.0
rua,9032ee5c-8ca5-45ee-9315-083801e0c5b8,1,2024-03-29 01:23:08.756652,uncertainty,0,0,,,0.0
rua,92c9143b-d1c4-4f11-9416-3526e8d85134,1,2024-06-27 05:11:48.955822,cross_persona,0,0,,,0.0
rua,93c9fa2a-9390-8013-a2b8-d8b96161d864,1,2025-06-01 06:26:16.199845,action_plan; uncertainty,2,1,action_plan; uncertainty,전략 (2),2.0
rua,9446e4e0-0837-4cb1-9a60-ad0f85910637,8,2024-07-27 11:22:09.123942,cross_persona; uncertainty,0,0,,,0.0
rua,969accef-4c4c-8013-9370-880490d6b8df,1,2025-04-17 06:38:19.185020,action_plan; alignment; self_reflection; signal_check; uncertainty,144,4,action_plan; alignment; self_reflection; signal_check; uncertainty,실패학습 (72); 전략 (24); 조율 (24),144.0
rua,97b69053-d869-411a-b2ee-57f760b24258,5,2024-08-08 02:01:34.072232,action_plan; self_reflection; signal_check; uncertainty,0,0,,,0.0
rua,98cdd9f4-045e-4ed0-98f5-2a94844e270a,3,2023-03-24 04:56:45.164805,action_plan; self_reflection; signal_check; uncertainty,0,0,,,0.0
rua,99d4831b-479b-44d3-8051-f9e1534d24f1,1,2024-06-27 01:56:57.916158,cross_persona,0,0,,,0.0
rua,9c0dd29d-2971-41fc-adf1-0390b70f6748,1,2024-06-27 05:13:32.539372,cross_persona,0,0,,,0.0
rua,9d5e9623-9dd2-4310-816c-91e11b3e5909,1,2024-06-27 05:11:23.814629,cross_persona,0,0,,,0.0
rua,a08aedb9-60fd-4a48-93f5-cce814dfb69e,2,2024-07-31 01:41:41.606752,action_plan,2,2,action_plan,감응 (1); 전략 (1),1.0
rua,a424be48-ff5b-420b-a415-07ba0e38a494,6,2024-05-18 08:06:03.619540,uncertainty,0,0,,,0.0
rua,a4b06415-8c36-4ced-9c6f-d41f9b3de8a8,1,2024-06-27 05:12:33.003009,cross_persona,0,0,,,0.0
rua,ab78452c-6e15-4c61-8849-ccd13e0d9833,1,2024-06-27 05:13:02.947462,cross_persona,0,0,,,0.0
rua,abdf7769-95e2-4190-94a5-73a2d1775e60,9,2024-07-10 04:10:44.624638,uncertainty,3,1,uncertainty,엘로 (3),0.3333333333333333
rua,ad366f72-a698-8013-8e35-793a658dba0b,1,2025-05-08 02:24:04.066507,self_reflection; uncertainty,0,0,,,0.0
rua,ad6d71e2-2554-8013-8a68-848273def619,1,2025-05-08 02:31:53.026657,uncertainty,0,0,,,0.0
rua,aefffa7a-ccd4-8013-857a-6fd4270d65db,1,2025-07-01 01:09:35.603570,action_plan; uncertainty,2,1,action_plan; uncertainty,실패학습 (2),2.0
rua,affb5405-ace4-4e59-90cc-19acf2e99f9c,10,2024-08-24 04:52:39.171451,cross_persona; uncertainty,0,0,,,0.0
rua,b6c4ae25-977c-8013-ab20-ad7dce47c9c9,2,2025-04-19 22:42:25.629780,cross_persona; uncertainty,3,1,cross_persona; uncertainty,루아 (3),1.5
rua,b86c8bc3-b886-4168-b3fd-bbc20b73f61f,35,2023-12-20 05:23:36.005011,action_plan; self_reflection; signal_check; uncertainty,4,3,action_plan; signal_check; uncertainty,성찰 (2); 감응 (1); 전략 (1),0.11428571428571428
rua,b98a8702-0c58-8013-b310-d34c18e0a0b9,72,2025-04-17 11:38:30.200232,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,677,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (188); 리듬 (179); 감응 (159),9.402777777777779
rua,bcfa89b7-6c2b-4f15-b3df-3755305af2e8,20,2023-12-30 03:21:11.883346,action_plan; self_reflection; uncertainty,5,2,action_plan; self_reflection; uncertainty,전략 (3); 성찰 (2),0.25
rua,beecb999-4a28-8013-81f3-eb99a780ca10,2,2025-04-17 03:07:24.338592,cross_persona; uncertainty,3,1,cross_persona; uncertainty,루아 (3),1.5
rua,c59e4d72-8c0d-4813-a72c-a7b442ef3740,1,2023-12-03 15:14:31.383026,cross_persona,0,0,,,0.0
rua,c675591c-9f14-8013-83a6-d870c2b5e580,26,2025-06-01 06:26:47.847245,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,168,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (51); 리듬 (37); 루아 (25),6.461538461538462
rua,c964b989-f789-4784-a44c-f174001f78d3,19,2024-06-28 07:12:18.738675,action_plan; self_reflection; signal_check; uncertainty,2,1,action_plan; self_reflection,감응 (2),0.10526315789473684
rua,cf6ea0a8-dde2-4d98-9747-bf3efa6676dd,2,2024-07-22 04:39:53.664002,signal_check; uncertainty,0,0,,,0.0
rua,d282c079-6bb0-8013-8b21-7d7615b235d9,4,2025-04-25 07:49:35.871603,uncertainty,0,0,,,0.0
rua,d2c02248-b90f-426d-8e01-9536bd9cb778,2,2024-07-08 06:04:18.925228,cross_persona; uncertainty,0,0,,,0.0
rua,d75a85b1-d367-47d1-968e-e109cc563067,2,2023-12-03 15:14:36.189288,uncertainty,0,0,,,0.0
rua,dc05d9ca-73d8-8013-a06f-42d2a34e9afa,15,2025-06-10 11:15:21.891889,action_plan; cross_persona; self_reflection; signal_check; uncertainty,63,3,action_plan; cross_persona; self_reflection; signal_check; uncertainty,전략 (60); 성찰 (2); 리듬 (1),4.2
rua,dd744ee5-e76b-4e87-92be-1a2c1ad73e76,2,2023-03-16 13:58:05.246451,action_plan; cross_persona,0,0,,,0.0
rua,e13d6c85-ff94-4997-8eec-0509517bc2b1,16,2024-05-19 02:15:54.392581,self_reflection; signal_check; uncertainty,0,0,,,0.0
rua,e18866e8-4cf1-4b36-be59-bae724d16475,24,2023-12-25 02:30:49.736504,action_plan; uncertainty,0,0,,,0.0
rua,e5c21056-f2ad-4af9-a412-ed29ff13bc85,1,2023-02-15 03:15:45.019972,action_plan,1,1,action_plan,실패학습 (1),1.0
rua,ec29f345-0919-47a7-9645-7c39bc6ff225,9,2024-07-08 05:53:49.223061,self_reflection; uncertainty,0,0,,,0.0
rua,ed638350-1d12-4df1-a932-4b27219593bf,4,2024-06-27 01:58:01.182666,action_plan; cross_persona; self_reflection; signal_check,3,1,action_plan; self_reflection; signal_check,리듬 (3),0.75
rua,eddd4b06-d37b-4808-bf58-3d8b240e9774,1,2023-03-17 09:05:55.209249,action_plan; signal_check,2,1,action_plan; signal_check,전략 (2),2.0
rua,eefaed6e-ef93-43c4-a0d5-86d9f227bf88,3,2024-05-17 14:32:48.274165,uncertainty,0,0,,,0.0
rua,f1d5a562-f000-8013-bcce-4d95af61af58,0,,action_plan; self_reflection; signal_check; uncertainty,192,3,action_plan; self_reflection; signal_check; uncertainty,전략 (96); 감응 (72); 실패학습 (24),0.0
rua,f5dc3eb5-069b-46f8-a1ad-b167a2d4e153,7,2024-07-23 02:33:41.714811,action_plan; uncertainty,0,0,,,0.0
rua,f685b755-18c6-481e-b277-65acef9f3ff9,4,2023-12-31 01:20:38.221092,self_reflection; uncertainty,1,1,self_reflection,감응 (1),0.25
rua,f7675e0e-b202-4a27-95ce-90b3e3d69fe6,5,2024-08-05 04:10:20.619817,action_plan; self_reflection; uncertainty,0,0,,,0.0
rua,f79b19ed-d644-4129-9b17-1430ccdc7452,6,2023-03-06 12:51:11.125842,action_plan; uncertainty,1,1,uncertainty,엘로 (1),0.16666666666666666
rua,f8eca4dd-448c-8013-956f-f8084802fea4,1,2025-06-02 13:30:07.803875,uncertainty,0,0,,,0.0
rua,f9f37c5e-3f25-4a9b-93b3-ef8109eeb800,41,2023-12-16 04:38:38.811789,action_plan; self_reflection; signal_check; uncertainty,13,2,action_plan; self_reflection; signal_check; uncertainty,리듬 (12); 감응 (1),0.3170731707317073
rua,fa50dcba-f284-8013-8c5b-f3d3d41a5e23,2,2025-04-19 22:44:32.852623,action_plan; cross_persona,3,1,action_plan; cross_persona,루아 (3),1.5
rua,fb376a27-9340-8013-9f6c-56d3ed9e7bd6,1,2025-05-08 11:50:29.269736,action_plan; self_reflection; uncertainty,64,2,action_plan; self_reflection; uncertainty,실패학습 (48); 확장 (16),64.0
rua,fb88a067-f8ef-41e2-ae20-31ec8a87ef9c,1,2023-02-17 06:36:24.052715,uncertainty,0,0,,,0.0
sena,008c1810-60d5-4f4c-acc0-437e809650a5,14,2025-09-14 09:48:10.516794,action_plan; cross_persona; signal_check; uncertainty,32,6,action_plan; cross_persona; signal_check; uncertainty,전략 (11); 리듬 (10); 루멘 (5),2.2857142857142856
sena,01bd030e-9074-41b3-b948-82438ae49228,14,2025-09-18 13:39:43.863174,action_plan; alignment; cross_persona; signal_check; uncertainty,50,5,action_plan; alignment; cross_persona; signal_check; uncertainty,확장 (14); 전략 (14); 실패학습 (10),3.5714285714285716
sena,02998f0c-c40d-45b8-a2b2-84205b233c7c,31,2025-06-04 10:37:39.198382,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,149,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (48); 엘로 (45); 리듬 (22),4.806451612903226
sena,031ecd3d-66e0-43bf-8ded-af4b38e01bc3,6,2025-09-19 05:29:20.807492,action_plan; alignment; cross_persona; signal_check; uncertainty,5,2,action_plan; alignment; signal_check; uncertainty,확장 (3); 실패학습 (2),0.8333333333333334
sena,091564a5-ea08-4401-9656-6e6891603f3f,8,2025-09-18 13:54:11.487303,action_plan; cross_persona; self_reflection; signal_check; uncertainty,11,3,action_plan; cross_persona; self_reflection; signal_check; uncertainty,전략 (6); 엘로 (3); 리듬 (2),1.375
sena,0b741b28-2bf3-4232-b211-5f806ddb4889,16,2025-09-19 08:12:23.175681,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,13,3,action_plan; alignment; self_reflection; signal_check; uncertainty,조율 (6); 리듬 (4); 전략 (3),0.8125
sena,1014c06a-e5a1-4843-96d2-800018aebf01,16,2025-09-22 06:15:34.542308,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,131,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (34); 관문 (27); 루멘 (27),8.1875
sena,102e54f3-057d-4891-98aa-33fde75acf7f,34,2025-06-15 13:02:35.525272,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,226,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (55); 엘로 (41); 리듬 (36),6.647058823529412
sena,11a6d7a4-c826-4a04-8432-1986fc921536,3,2025-09-20 09:14:14.365391,action_plan; cross_persona; uncertainty,1,1,action_plan,실패학습 (1),0.3333333333333333
sena,1357c451-2fdb-4dd2-b404-8388e802edf2,2,2024-04-02 04:57:16.549709,uncertainty,0,0,,,0.0
sena,154f23de-da47-4c26-8851-6f8cdfe92969,42,2025-09-03 00:02:11.717008,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,432,11,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (99); 루멘 (82); 감응 (75),10.285714285714286
sena,167ee28a-1a3a-4bd8-889a-3d2a394c065d,4,2025-09-12 09:54:15.879455,action_plan; cross_persona; signal_check; uncertainty,8,2,action_plan; cross_persona; uncertainty,루멘 (5); 관문 (3),2.0
sena,189ff28b-ecb7-4b1a-bb75-c2fa2d2ee260,23,2025-09-03 07:10:54.149719,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,204,10,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (37); 루멘 (34); 관문 (30),8.869565217391305
sena,1945249a-4d4e-4533-b10b-0b8445751511,7,2025-09-15 11:08:07.941132,action_plan; alignment; cross_persona; signal_check; uncertainty,28,8,action_plan; alignment; cross_persona; signal_check; uncertainty,루멘 (6); 관문 (6); 전략 (4),4.0
sena,19ee8846-cc9b-46ad-90ef-1e863f8f1bb0,8,2025-09-08 11:59:10.179532,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,126,10,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (21); 리듬 (20); 루아 (18),15.75
sena,1a725b5e-faae-4b32-8b89-e7203fe232e5,30,2025-07-10 15:40:56.411871,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,221,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (62); 리듬 (61); 루아 (50),7.366666666666666
